"Row","Group","Emoji","Name","Code Point","Windows Input","HTML Entity","macOS Input"
"3350","Food & Drink","🍊","E0.6 tangerine","U+1F34A","Type 1F34A, then Alt+X","&#x1F34A;","⌃⌘Space → type name and select"
"3351","Food & Drink","🍋","E1.0 lemon","U+1F34B","Type 1F34B, then Alt+X","&#x1F34B;","⌃⌘Space → type name and select"
"3352","Food & Drink","🍌","E0.6 banana","U+1F34C","Type 1F34C, then Alt+X","&#x1F34C;","⌃⌘Space → type name and select"
"3353","Food & Drink","🍍","E0.6 pineapple","U+1F34D","Type 1F34D, then Alt+X","&#x1F34D;","⌃⌘Space → type name and select"
"3354","Food & Drink","🥭","E11.0 mango","U+1F96D","Type 1F96D, then Alt+X","&#x1F96D;","⌃⌘Space → type name and select"
"3355","Food & Drink","🍎","E0.6 red apple","U+1F34E","Type 1F34E, then Alt+X","&#x1F34E;","⌃⌘Space → type name and select"
"3356","Food & Drink","🍏","E0.6 green apple","U+1F34F","Type 1F34F, then Alt+X","&#x1F34F;","⌃⌘Space → type name and select"
"3357","Food & Drink","🍐","E1.0 pear","U+1F350","Type 1F350, then Alt+X","&#x1F350;","⌃⌘Space → type name and select"
"3358","Food & Drink","🍑","E0.6 peach","U+1F351","Type 1F351, then Alt+X","&#x1F351;","⌃⌘Space → type name and select"
"3359","Food & Drink","🍒","E0.6 cherries","U+1F352","Type 1F352, then Alt+X","&#x1F352;","⌃⌘Space → type name and select"
"3360","Food & Drink","🍓","E0.6 strawberry","U+1F353","Type 1F353, then Alt+X","&#x1F353;","⌃⌘Space → type name and select"
"3361","Food & Drink","🫐","E13.0 blueberries","U+1FAD0","Type 1FAD0, then Alt+X","&#x1FAD0;","⌃⌘Space → type name and select"
"3362","Food & Drink","🥝","E3.0 kiwi fruit","U+1F95D","Type 1F95D, then Alt+X","&#x1F95D;","⌃⌘Space → type name and select"
"3363","Food & Drink","🍅","E0.6 tomato","U+1F345","Type 1F345, then Alt+X","&#x1F345;","⌃⌘Space → type name and select"
"3364","Food & Drink","🫒","E13.0 olive","U+1FAD2","Type 1FAD2, then Alt+X","&#x1FAD2;","⌃⌘Space → type name and select"
"3365","Food & Drink","🥥","E5.0 coconut","U+1F965","Type 1F965, then Alt+X","&#x1F965;","⌃⌘Space → type name and select"
"3366","Food & Drink","🥑","E3.0 avocado","U+1F951","Type 1F951, then Alt+X","&#x1F951;","⌃⌘Space → type name and select"
"3367","Food & Drink","🍆","E0.6 eggplant","U+1F346","Type 1F346, then Alt+X","&#x1F346;","⌃⌘Space → type name and select"
"3368","Food & Drink","🥔","E3.0 potato","U+1F954","Type 1F954, then Alt+X","&#x1F954;","⌃⌘Space → type name and select"
"3369","Food & Drink","🥕","E3.0 carrot","U+1F955","Type 1F955, then Alt+X","&#x1F955;","⌃⌘Space → type name and select"
"3370","Food & Drink","🌽","E0.6 ear of corn","U+1F33D","Type 1F33D, then Alt+X","&#x1F33D;","⌃⌘Space → type name and select"
"3371","Food & Drink","🌶️","E0.7 hot pepper","U+1F336 U+FE0F","Type 1F336FE0F, then Alt+X","&#x1F336; &#xFE0F;","⌃⌘Space → type name and select"
"3372","Food & Drink","🌶","E0.7 hot pepper","U+1F336","Type 1F336, then Alt+X","&#x1F336;","⌃⌘Space → type name and select"
"3373","Food & Drink","🫑","E13.0 bell pepper","U+1FAD1","Type 1FAD1, then Alt+X","&#x1FAD1;","⌃⌘Space → type name and select"
"3374","Food & Drink","🥒","E3.0 cucumber","U+1F952","Type 1F952, then Alt+X","&#x1F952;","⌃⌘Space → type name and select"
"3375","Food & Drink","🥬","E11.0 leafy green","U+1F96C","Type 1F96C, then Alt+X","&#x1F96C;","⌃⌘Space → type name and select"
"3376","Food & Drink","🥦","E5.0 broccoli","U+1F966","Type 1F966, then Alt+X","&#x1F966;","⌃⌘Space → type name and select"
"3377","Food & Drink","🧄","E12.0 garlic","U+1F9C4","Type 1F9C4, then Alt+X","&#x1F9C4;","⌃⌘Space → type name and select"
"3378","Food & Drink","🧅","E12.0 onion","U+1F9C5","Type 1F9C5, then Alt+X","&#x1F9C5;","⌃⌘Space → type name and select"
"3379","Food & Drink","🥜","E3.0 peanuts","U+1F95C","Type 1F95C, then Alt+X","&#x1F95C;","⌃⌘Space → type name and select"
"3380","Food & Drink","🫘","E14.0 beans","U+1FAD8","Type 1FAD8, then Alt+X","&#x1FAD8;","⌃⌘Space → type name and select"
"3381","Food & Drink","🌰","E0.6 chestnut","U+1F330","Type 1F330, then Alt+X","&#x1F330;","⌃⌘Space → type name and select"
"3382","Food & Drink","🫚","E15.0 ginger root","U+1FADA","Type 1FADA, then Alt+X","&#x1FADA;","⌃⌘Space → type name and select"
"3383","Food & Drink","🫛","E15.0 pea pod","U+1FADB","Type 1FADB, then Alt+X","&#x1FADB;","⌃⌘Space → type name and select"
"3384","Food & Drink","🍞","E0.6 bread","U+1F35E","Type 1F35E, then Alt+X","&#x1F35E;","⌃⌘Space → type name and select"
"3385","Food & Drink","🥐","E3.0 croissant","U+1F950","Type 1F950, then Alt+X","&#x1F950;","⌃⌘Space → type name and select"
"3386","Food & Drink","🥖","E3.0 baguette bread","U+1F956","Type 1F956, then Alt+X","&#x1F956;","⌃⌘Space → type name and select"
"3387","Food & Drink","🫓","E13.0 flatbread","U+1FAD3","Type 1FAD3, then Alt+X","&#x1FAD3;","⌃⌘Space → type name and select"
"3388","Food & Drink","🥨","E5.0 pretzel","U+1F968","Type 1F968, then Alt+X","&#x1F968;","⌃⌘Space → type name and select"
"3389","Food & Drink","🥯","E11.0 bagel","U+1F96F","Type 1F96F, then Alt+X","&#x1F96F;","⌃⌘Space → type name and select"
"3390","Food & Drink","🥞","E3.0 pancakes","U+1F95E","Type 1F95E, then Alt+X","&#x1F95E;","⌃⌘Space → type name and select"
"3391","Food & Drink","🧇","E12.0 waffle","U+1F9C7","Type 1F9C7, then Alt+X","&#x1F9C7;","⌃⌘Space → type name and select"
"3392","Food & Drink","🧀","E1.0 cheese wedge","U+1F9C0","Type 1F9C0, then Alt+X","&#x1F9C0;","⌃⌘Space → type name and select"
"3393","Food & Drink","🍖","E0.6 meat on bone","U+1F356","Type 1F356, then Alt+X","&#x1F356;","⌃⌘Space → type name and select"
"3394","Food & Drink","🍗","E0.6 poultry leg","U+1F357","Type 1F357, then Alt+X","&#x1F357;","⌃⌘Space → type name and select"
"3395","Food & Drink","🥩","E5.0 cut of meat","U+1F969","Type 1F969, then Alt+X","&#x1F969;","⌃⌘Space → type name and select"
"3396","Food & Drink","🥓","E3.0 bacon","U+1F953","Type 1F953, then Alt+X","&#x1F953;","⌃⌘Space → type name and select"
"3397","Food & Drink","🍔","E0.6 hamburger","U+1F354","Type 1F354, then Alt+X","&#x1F354;","⌃⌘Space → type name and select"
"3398","Food & Drink","🍟","E0.6 french fries","U+1F35F","Type 1F35F, then Alt+X","&#x1F35F;","⌃⌘Space → type name and select"
"3399","Food & Drink","🍕","E0.6 pizza","U+1F355","Type 1F355, then Alt+X","&#x1F355;","⌃⌘Space → type name and select"
"3400","Food & Drink","🌭","E1.0 hot dog","U+1F32D","Type 1F32D, then Alt+X","&#x1F32D;","⌃⌘Space → type name and select"
"3401","Food & Drink","🥪","E5.0 sandwich","U+1F96A","Type 1F96A, then Alt+X","&#x1F96A;","⌃⌘Space → type name and select"
"3402","Food & Drink","🌮","E1.0 taco","U+1F32E","Type 1F32E, then Alt+X","&#x1F32E;","⌃⌘Space → type name and select"
"3403","Food & Drink","🌯","E1.0 burrito","U+1F32F","Type 1F32F, then Alt+X","&#x1F32F;","⌃⌘Space → type name and select"
"3404","Food & Drink","🫔","E13.0 tamale","U+1FAD4","Type 1FAD4, then Alt+X","&#x1FAD4;","⌃⌘Space → type name and select"
"3405","Food & Drink","🥙","E3.0 stuffed flatbread","U+1F959","Type 1F959, then Alt+X","&#x1F959;","⌃⌘Space → type name and select"
"3406","Food & Drink","🧆","E12.0 falafel","U+1F9C6","Type 1F9C6, then Alt+X","&#x1F9C6;","⌃⌘Space → type name and select"
"3407","Food & Drink","🥚","E3.0 egg","U+1F95A","Type 1F95A, then Alt+X","&#x1F95A;","⌃⌘Space → type name and select"
"3408","Food & Drink","🍳","E0.6 cooking","U+1F373","Type 1F373, then Alt+X","&#x1F373;","⌃⌘Space → type name and select"
"3409","Food & Drink","🥘","E3.0 shallow pan of food","U+1F958","Type 1F958, then Alt+X","&#x1F958;","⌃⌘Space → type name and select"
"3410","Food & Drink","🍲","E0.6 pot of food","U+1F372","Type 1F372, then Alt+X","&#x1F372;","⌃⌘Space → type name and select"
"3411","Food & Drink","🫕","E13.0 fondue","U+1FAD5","Type 1FAD5, then Alt+X","&#x1FAD5;","⌃⌘Space → type name and select"
"3412","Food & Drink","🥣","E5.0 bowl with spoon","U+1F963","Type 1F963, then Alt+X","&#x1F963;","⌃⌘Space → type name and select"
"3413","Food & Drink","🥗","E3.0 green salad","U+1F957","Type 1F957, then Alt+X","&#x1F957;","⌃⌘Space → type name and select"
"3414","Food & Drink","🍿","E1.0 popcorn","U+1F37F","Type 1F37F, then Alt+X","&#x1F37F;","⌃⌘Space → type name and select"
"3415","Food & Drink","🧈","E12.0 butter","U+1F9C8","Type 1F9C8, then Alt+X","&#x1F9C8;","⌃⌘Space → type name and select"
"3416","Food & Drink","🧂","E11.0 salt","U+1F9C2","Type 1F9C2, then Alt+X","&#x1F9C2;","⌃⌘Space → type name and select"
"3417","Food & Drink","🥫","E5.0 canned food","U+1F96B","Type 1F96B, then Alt+X","&#x1F96B;","⌃⌘Space → type name and select"
"3418","Food & Drink","🍱","E0.6 bento box","U+1F371","Type 1F371, then Alt+X","&#x1F371;","⌃⌘Space → type name and select"
"3419","Food & Drink","🍘","E0.6 rice cracker","U+1F358","Type 1F358, then Alt+X","&#x1F358;","⌃⌘Space → type name and select"
"3420","Food & Drink","🍙","E0.6 rice ball","U+1F359","Type 1F359, then Alt+X","&#x1F359;","⌃⌘Space → type name and select"
"3421","Food & Drink","🍚","E0.6 cooked rice","U+1F35A","Type 1F35A, then Alt+X","&#x1F35A;","⌃⌘Space → type name and select"
"3422","Food & Drink","🍛","E0.6 curry rice","U+1F35B","Type 1F35B, then Alt+X","&#x1F35B;","⌃⌘Space → type name and select"
"3423","Food & Drink","🍜","E0.6 steaming bowl","U+1F35C","Type 1F35C, then Alt+X","&#x1F35C;","⌃⌘Space → type name and select"
"3424","Food & Drink","🍝","E0.6 spaghetti","U+1F35D","Type 1F35D, then Alt+X","&#x1F35D;","⌃⌘Space → type name and select"
"3425","Food & Drink","🍠","E0.6 roasted sweet potato","U+1F360","Type 1F360, then Alt+X","&#x1F360;","⌃⌘Space → type name and select"
"3426","Food & Drink","🍢","E0.6 oden","U+1F362","Type 1F362, then Alt+X","&#x1F362;","⌃⌘Space → type name and select"
"3427","Food & Drink","🍣","E0.6 sushi","U+1F363","Type 1F363, then Alt+X","&#x1F363;","⌃⌘Space → type name and select"
"3428","Food & Drink","🍤","E0.6 fried shrimp","U+1F364","Type 1F364, then Alt+X","&#x1F364;","⌃⌘Space → type name and select"
"3429","Food & Drink","🍥","E0.6 fish cake with swirl","U+1F365","Type 1F365, then Alt+X","&#x1F365;","⌃⌘Space → type name and select"
"3430","Food & Drink","🥮","E11.0 moon cake","U+1F96E","Type 1F96E, then Alt+X","&#x1F96E;","⌃⌘Space → type name and select"
"3431","Food & Drink","🍡","E0.6 dango","U+1F361","Type 1F361, then Alt+X","&#x1F361;","⌃⌘Space → type name and select"
"3432","Food & Drink","🥟","E5.0 dumpling","U+1F95F","Type 1F95F, then Alt+X","&#x1F95F;","⌃⌘Space → type name and select"
"3433","Food & Drink","🥠","E5.0 fortune cookie","U+1F960","Type 1F960, then Alt+X","&#x1F960;","⌃⌘Space → type name and select"
"3434","Food & Drink","🥡","E5.0 takeout box","U+1F961","Type 1F961, then Alt+X","&#x1F961;","⌃⌘Space → type name and select"
"3435","Food & Drink","🦀","E1.0 crab","U+1F980","Type 1F980, then Alt+X","&#x1F980;","⌃⌘Space → type name and select"
"3436","Food & Drink","🦞","E11.0 lobster","U+1F99E","Type 1F99E, then Alt+X","&#x1F99E;","⌃⌘Space → type name and select"
"3437","Food & Drink","🦐","E3.0 shrimp","U+1F990","Type 1F990, then Alt+X","&#x1F990;","⌃⌘Space → type name and select"
"3438","Food & Drink","🦑","E3.0 squid","U+1F991","Type 1F991, then Alt+X","&#x1F991;","⌃⌘Space → type name and select"
"3439","Food & Drink","🦪","E12.0 oyster","U+1F9AA","Type 1F9AA, then Alt+X","&#x1F9AA;","⌃⌘Space → type name and select"
"3440","Food & Drink","🍦","E0.6 soft ice cream","U+1F366","Type 1F366, then Alt+X","&#x1F366;","⌃⌘Space → type name and select"
"3441","Food & Drink","🍧","E0.6 shaved ice","U+1F367","Type 1F367, then Alt+X","&#x1F367;","⌃⌘Space → type name and select"
"3442","Food & Drink","🍨","E0.6 ice cream","U+1F368","Type 1F368, then Alt+X","&#x1F368;","⌃⌘Space → type name and select"
"3443","Food & Drink","🍩","E0.6 doughnut","U+1F369","Type 1F369, then Alt+X","&#x1F369;","⌃⌘Space → type name and select"
"3444","Food & Drink","🍪","E0.6 cookie","U+1F36A","Type 1F36A, then Alt+X","&#x1F36A;","⌃⌘Space → type name and select"
"3445","Food & Drink","🎂","E0.6 birthday cake","U+1F382","Type 1F382, then Alt+X","&#x1F382;","⌃⌘Space → type name and select"
"3446","Food & Drink","🍰","E0.6 shortcake","U+1F370","Type 1F370, then Alt+X","&#x1F370;","⌃⌘Space → type name and select"
"3447","Food & Drink","🧁","E11.0 cupcake","U+1F9C1","Type 1F9C1, then Alt+X","&#x1F9C1;","⌃⌘Space → type name and select"
"3448","Food & Drink","🥧","E5.0 pie","U+1F967","Type 1F967, then Alt+X","&#x1F967;","⌃⌘Space → type name and select"
"3449","Food & Drink","🍫","E0.6 chocolate bar","U+1F36B","Type 1F36B, then Alt+X","&#x1F36B;","⌃⌘Space → type name and select"
"3450","Food & Drink","🍬","E0.6 candy","U+1F36C","Type 1F36C, then Alt+X","&#x1F36C;","⌃⌘Space → type name and select"
"3451","Food & Drink","🍭","E0.6 lollipop","U+1F36D","Type 1F36D, then Alt+X","&#x1F36D;","⌃⌘Space → type name and select"
"3452","Food & Drink","🍮","E0.6 custard","U+1F36E","Type 1F36E, then Alt+X","&#x1F36E;","⌃⌘Space → type name and select"
"3453","Food & Drink","🍯","E0.6 honey pot","U+1F36F","Type 1F36F, then Alt+X","&#x1F36F;","⌃⌘Space → type name and select"
"3454","Food & Drink","🍼","E1.0 baby bottle","U+1F37C","Type 1F37C, then Alt+X","&#x1F37C;","⌃⌘Space → type name and select"
"3455","Food & Drink","🥛","E3.0 glass of milk","U+1F95B","Type 1F95B, then Alt+X","&#x1F95B;","⌃⌘Space → type name and select"
"3456","Food & Drink","☕","E0.6 hot beverage","U+2615","Type 2615, then Alt+X","&#x2615;","⌃⌘Space → type name and select"
"3457","Food & Drink","🫖","E13.0 teapot","U+1FAD6","Type 1FAD6, then Alt+X","&#x1FAD6;","⌃⌘Space → type name and select"
"3458","Food & Drink","🍵","E0.6 teacup without handle","U+1F375","Type 1F375, then Alt+X","&#x1F375;","⌃⌘Space → type name and select"
"3459","Food & Drink","🍶","E0.6 sake","U+1F376","Type 1F376, then Alt+X","&#x1F376;","⌃⌘Space → type name and select"
"3460","Food & Drink","🍾","E1.0 bottle with popping cork","U+1F37E","Type 1F37E, then Alt+X","&#x1F37E;","⌃⌘Space → type name and select"
"3461","Food & Drink","🍷","E0.6 wine glass","U+1F377","Type 1F377, then Alt+X","&#x1F377;","⌃⌘Space → type name and select"
"3462","Food & Drink","🍸","E0.6 cocktail glass","U+1F378","Type 1F378, then Alt+X","&#x1F378;","⌃⌘Space → type name and select"
"3463","Food & Drink","🍹","E0.6 tropical drink","U+1F379","Type 1F379, then Alt+X","&#x1F379;","⌃⌘Space → type name and select"
"3464","Food & Drink","🍺","E0.6 beer mug","U+1F37A","Type 1F37A, then Alt+X","&#x1F37A;","⌃⌘Space → type name and select"
"3465","Food & Drink","🍻","E0.6 clinking beer mugs","U+1F37B","Type 1F37B, then Alt+X","&#x1F37B;","⌃⌘Space → type name and select"
"3466","Food & Drink","🥂","E3.0 clinking glasses","U+1F942","Type 1F942, then Alt+X","&#x1F942;","⌃⌘Space → type name and select"
"3467","Food & Drink","🥃","E3.0 tumbler glass","U+1F943","Type 1F943, then Alt+X","&#x1F943;","⌃⌘Space → type name and select"
"3468","Food & Drink","🫗","E14.0 pouring liquid","U+1FAD7","Type 1FAD7, then Alt+X","&#x1FAD7;","⌃⌘Space → type name and select"
"3469","Food & Drink","🥤","E5.0 cup with straw","U+1F964","Type 1F964, then Alt+X","&#x1F964;","⌃⌘Space → type name and select"
"3470","Food & Drink","🧋","E13.0 bubble tea","U+1F9CB","Type 1F9CB, then Alt+X","&#x1F9CB;","⌃⌘Space → type name and select"
"3471","Food & Drink","🧃","E12.0 beverage box","U+1F9C3","Type 1F9C3, then Alt+X","&#x1F9C3;","⌃⌘Space → type name and select"
"3472","Food & Drink","🧉","E12.0 mate","U+1F9C9","Type 1F9C9, then Alt+X","&#x1F9C9;","⌃⌘Space → type name and select"
"3473","Food & Drink","🧊","E12.0 ice","U+1F9CA","Type 1F9CA, then Alt+X","&#x1F9CA;","⌃⌘Space → type name and select"
"3474","Food & Drink","🥢","E5.0 chopsticks","U+1F962","Type 1F962, then Alt+X","&#x1F962;","⌃⌘Space → type name and select"
"3475","Food & Drink","🍽️","E0.7 fork and knife with plate","U+1F37D U+FE0F","Type 1F37DFE0F, then Alt+X","&#x1F37D; &#xFE0F;","⌃⌘Space → type name and select"
"3476","Food & Drink","🍽","E0.7 fork and knife with plate","U+1F37D","Type 1F37D, then Alt+X","&#x1F37D;","⌃⌘Space → type name and select"
"3477","Food & Drink","🍴","E0.6 fork and knife","U+1F374","Type 1F374, then Alt+X","&#x1F374;","⌃⌘Space → type name and select"
"3478","Food & Drink","🥄","E3.0 spoon","U+1F944","Type 1F944, then Alt+X","&#x1F944;","⌃⌘Space → type name and select"
"3479","Food & Drink","🔪","E0.6 kitchen knife","U+1F52A","Type 1F52A, then Alt+X","&#x1F52A;","⌃⌘Space → type name and select"
"3480","Food & Drink","🫙","E14.0 jar","U+1FAD9","Type 1FAD9, then Alt+X","&#x1FAD9;","⌃⌘Space → type name and select"
"3481","Food & Drink","🏺","E1.0 amphora","U+1F3FA","Type 1F3FA, then Alt+X","&#x1F3FA;","⌃⌘Space → type name and select"
"3482","Travel & Places","🌍","E0.7 globe showing Europe-Africa","U+1F30D","Type 1F30D, then Alt+X","&#x1F30D;","⌃⌘Space → type name and select"
"3483","Travel & Places","🌎","E0.7 globe showing Americas","U+1F30E","Type 1F30E, then Alt+X","&#x1F30E;","⌃⌘Space → type name and select"
"3484","Travel & Places","🌏","E0.6 globe showing Asia-Australia","U+1F30F","Type 1F30F, then Alt+X","&#x1F30F;","⌃⌘Space → type name and select"
"3485","Travel & Places","🌐","E1.0 globe with meridians","U+1F310","Type 1F310, then Alt+X","&#x1F310;","⌃⌘Space → type name and select"
"3486","Travel & Places","🗺️","E0.7 world map","U+1F5FA U+FE0F","Type 1F5FAFE0F, then Alt+X","&#x1F5FA; &#xFE0F;","⌃⌘Space → type name and select"
"3487","Travel & Places","🗺","E0.7 world map","U+1F5FA","Type 1F5FA, then Alt+X","&#x1F5FA;","⌃⌘Space → type name and select"
"3488","Travel & Places","🗾","E0.6 map of Japan","U+1F5FE","Type 1F5FE, then Alt+X","&#x1F5FE;","⌃⌘Space → type name and select"
"3489","Travel & Places","🧭","E11.0 compass","U+1F9ED","Type 1F9ED, then Alt+X","&#x1F9ED;","⌃⌘Space → type name and select"
"3490","Travel & Places","🏔️","E0.7 snow-capped mountain","U+1F3D4 U+FE0F","Type 1F3D4FE0F, then Alt+X","&#x1F3D4; &#xFE0F;","⌃⌘Space → type name and select"
"3491","Travel & Places","🏔","E0.7 snow-capped mountain","U+1F3D4","Type 1F3D4, then Alt+X","&#x1F3D4;","⌃⌘Space → type name and select"
"3492","Travel & Places","⛰️","E0.7 mountain","U+26F0 U+FE0F","Type 26F0FE0F, then Alt+X","&#x26F0; &#xFE0F;","⌃⌘Space → type name and select"
"3493","Travel & Places","⛰","E0.7 mountain","U+26F0","Type 26F0, then Alt+X","&#x26F0;","⌃⌘Space → type name and select"
"3494","Travel & Places","🌋","E0.6 volcano","U+1F30B","Type 1F30B, then Alt+X","&#x1F30B;","⌃⌘Space → type name and select"
"3495","Travel & Places","🗻","E0.6 mount fuji","U+1F5FB","Type 1F5FB, then Alt+X","&#x1F5FB;","⌃⌘Space → type name and select"
"3496","Travel & Places","🏕️","E0.7 camping","U+1F3D5 U+FE0F","Type 1F3D5FE0F, then Alt+X","&#x1F3D5; &#xFE0F;","⌃⌘Space → type name and select"
"3497","Travel & Places","🏕","E0.7 camping","U+1F3D5","Type 1F3D5, then Alt+X","&#x1F3D5;","⌃⌘Space → type name and select"
"3498","Travel & Places","🏖️","E0.7 beach with umbrella","U+1F3D6 U+FE0F","Type 1F3D6FE0F, then Alt+X","&#x1F3D6; &#xFE0F;","⌃⌘Space → type name and select"
"3499","Travel & Places","🏖","E0.7 beach with umbrella","U+1F3D6","Type 1F3D6, then Alt+X","&#x1F3D6;","⌃⌘Space → type name and select"
"3500","Travel & Places","🏜️","E0.7 desert","U+1F3DC U+FE0F","Type 1F3DCFE0F, then Alt+X","&#x1F3DC; &#xFE0F;","⌃⌘Space → type name and select"
"3501","Travel & Places","🏜","E0.7 desert","U+1F3DC","Type 1F3DC, then Alt+X","&#x1F3DC;","⌃⌘Space → type name and select"
"3502","Travel & Places","🏝️","E0.7 desert island","U+1F3DD U+FE0F","Type 1F3DDFE0F, then Alt+X","&#x1F3DD; &#xFE0F;","⌃⌘Space → type name and select"
"3503","Travel & Places","🏝","E0.7 desert island","U+1F3DD","Type 1F3DD, then Alt+X","&#x1F3DD;","⌃⌘Space → type name and select"
"3504","Travel & Places","🏞️","E0.7 national park","U+1F3DE U+FE0F","Type 1F3DEFE0F, then Alt+X","&#x1F3DE; &#xFE0F;","⌃⌘Space → type name and select"
"3505","Travel & Places","🏞","E0.7 national park","U+1F3DE","Type 1F3DE, then Alt+X","&#x1F3DE;","⌃⌘Space → type name and select"
"3506","Travel & Places","🏟️","E0.7 stadium","U+1F3DF U+FE0F","Type 1F3DFFE0F, then Alt+X","&#x1F3DF; &#xFE0F;","⌃⌘Space → type name and select"
"3507","Travel & Places","🏟","E0.7 stadium","U+1F3DF","Type 1F3DF, then Alt+X","&#x1F3DF;","⌃⌘Space → type name and select"
"3508","Travel & Places","🏛️","E0.7 classical building","U+1F3DB U+FE0F","Type 1F3DBFE0F, then Alt+X","&#x1F3DB; &#xFE0F;","⌃⌘Space → type name and select"
"3509","Travel & Places","🏛","E0.7 classical building","U+1F3DB","Type 1F3DB, then Alt+X","&#x1F3DB;","⌃⌘Space → type name and select"
"3510","Travel & Places","🏗️","E0.7 building construction","U+1F3D7 U+FE0F","Type 1F3D7FE0F, then Alt+X","&#x1F3D7; &#xFE0F;","⌃⌘Space → type name and select"
"3511","Travel & Places","🏗","E0.7 building construction","U+1F3D7","Type 1F3D7, then Alt+X","&#x1F3D7;","⌃⌘Space → type name and select"
"3512","Travel & Places","🧱","E11.0 brick","U+1F9F1","Type 1F9F1, then Alt+X","&#x1F9F1;","⌃⌘Space → type name and select"
"3513","Travel & Places","🪨","E13.0 rock","U+1FAA8","Type 1FAA8, then Alt+X","&#x1FAA8;","⌃⌘Space → type name and select"
"3514","Travel & Places","🪵","E13.0 wood","U+1FAB5","Type 1FAB5, then Alt+X","&#x1FAB5;","⌃⌘Space → type name and select"
"3515","Travel & Places","🛖","E13.0 hut","U+1F6D6","Type 1F6D6, then Alt+X","&#x1F6D6;","⌃⌘Space → type name and select"
"3516","Travel & Places","🏘️","E0.7 houses","U+1F3D8 U+FE0F","Type 1F3D8FE0F, then Alt+X","&#x1F3D8; &#xFE0F;","⌃⌘Space → type name and select"
"3517","Travel & Places","🏘","E0.7 houses","U+1F3D8","Type 1F3D8, then Alt+X","&#x1F3D8;","⌃⌘Space → type name and select"
"3518","Travel & Places","🏚️","E0.7 derelict house","U+1F3DA U+FE0F","Type 1F3DAFE0F, then Alt+X","&#x1F3DA; &#xFE0F;","⌃⌘Space → type name and select"
"3519","Travel & Places","🏚","E0.7 derelict house","U+1F3DA","Type 1F3DA, then Alt+X","&#x1F3DA;","⌃⌘Space → type name and select"
"3520","Travel & Places","🏠","E0.6 house","U+1F3E0","Type 1F3E0, then Alt+X","&#x1F3E0;","⌃⌘Space → type name and select"
"3521","Travel & Places","🏡","E0.6 house with garden","U+1F3E1","Type 1F3E1, then Alt+X","&#x1F3E1;","⌃⌘Space → type name and select"
"3522","Travel & Places","🏢","E0.6 office building","U+1F3E2","Type 1F3E2, then Alt+X","&#x1F3E2;","⌃⌘Space → type name and select"
"3523","Travel & Places","🏣","E0.6 Japanese post office","U+1F3E3","Type 1F3E3, then Alt+X","&#x1F3E3;","⌃⌘Space → type name and select"
"3524","Travel & Places","🏤","E1.0 post office","U+1F3E4","Type 1F3E4, then Alt+X","&#x1F3E4;","⌃⌘Space → type name and select"
"3525","Travel & Places","🏥","E0.6 hospital","U+1F3E5","Type 1F3E5, then Alt+X","&#x1F3E5;","⌃⌘Space → type name and select"
"3526","Travel & Places","🏦","E0.6 bank","U+1F3E6","Type 1F3E6, then Alt+X","&#x1F3E6;","⌃⌘Space → type name and select"
"3527","Travel & Places","🏨","E0.6 hotel","U+1F3E8","Type 1F3E8, then Alt+X","&#x1F3E8;","⌃⌘Space → type name and select"
"3528","Travel & Places","🏩","E0.6 love hotel","U+1F3E9","Type 1F3E9, then Alt+X","&#x1F3E9;","⌃⌘Space → type name and select"
"3529","Travel & Places","🏪","E0.6 convenience store","U+1F3EA","Type 1F3EA, then Alt+X","&#x1F3EA;","⌃⌘Space → type name and select"
"3530","Travel & Places","🏫","E0.6 school","U+1F3EB","Type 1F3EB, then Alt+X","&#x1F3EB;","⌃⌘Space → type name and select"
"3531","Travel & Places","🏬","E0.6 department store","U+1F3EC","Type 1F3EC, then Alt+X","&#x1F3EC;","⌃⌘Space → type name and select"
"3532","Travel & Places","🏭","E0.6 factory","U+1F3ED","Type 1F3ED, then Alt+X","&#x1F3ED;","⌃⌘Space → type name and select"
"3533","Travel & Places","🏯","E0.6 Japanese castle","U+1F3EF","Type 1F3EF, then Alt+X","&#x1F3EF;","⌃⌘Space → type name and select"
"3534","Travel & Places","🏰","E0.6 castle","U+1F3F0","Type 1F3F0, then Alt+X","&#x1F3F0;","⌃⌘Space → type name and select"
"3535","Travel & Places","💒","E0.6 wedding","U+1F492","Type 1F492, then Alt+X","&#x1F492;","⌃⌘Space → type name and select"
"3536","Travel & Places","🗼","E0.6 Tokyo tower","U+1F5FC","Type 1F5FC, then Alt+X","&#x1F5FC;","⌃⌘Space → type name and select"
"3537","Travel & Places","🗽","E0.6 Statue of Liberty","U+1F5FD","Type 1F5FD, then Alt+X","&#x1F5FD;","⌃⌘Space → type name and select"
"3538","Travel & Places","⛪","E0.6 church","U+26EA","Type 26EA, then Alt+X","&#x26EA;","⌃⌘Space → type name and select"
"3539","Travel & Places","🕌","E1.0 mosque","U+1F54C","Type 1F54C, then Alt+X","&#x1F54C;","⌃⌘Space → type name and select"
"3540","Travel & Places","🛕","E12.0 hindu temple","U+1F6D5","Type 1F6D5, then Alt+X","&#x1F6D5;","⌃⌘Space → type name and select"
"3541","Travel & Places","🕍","E1.0 synagogue","U+1F54D","Type 1F54D, then Alt+X","&#x1F54D;","⌃⌘Space → type name and select"
